,Name,2017 NAICS Code,Emissions (tCO2e),2017 NAICS Title,FRS ID (FACILITY),REPORTING YEAR,FACILITY NAME,FACILITY ADDRESS,FACILITY CITY,FACILITY STATE,FACILITY ZIP,FACILITY COUNTY,PARENT CO. STREET ADDRESS,PARENT CO. CITY,PARENT CO. STATE,PARENT CO. ZIP,PARENT CO. PERCENT OWNERSHIP,FACILITY NAICS CODE,PARENT EMISSIONS AMT,symbol,exchange,exchangeSuffix,exchangeName,exchangeSegment,exchangeSegmentName,date,type,iexId,region,currency,isEnabled,figi,cik,lei,marketcap,week52high,week52low,week52highSplitAdjustOnly,week52lowSplitAdjustOnly,week52change,sharesOutstanding,float,avg10Volume,avg30Volume,day200MovingAvg,day50MovingAvg,employees,ttmEPS,ttmDividendRate,dividendYield,nextDividendDate,exDividendDate,nextEarningsDate,peRatio,beta,maxChangePercent,year5ChangePercent,year2ChangePercent,year1ChangePercent,ytdChangePercent,month6ChangePercent,month3ChangePercent,month1ChangePercent,day30ChangePercent,day5ChangePercent
ANTERO RESOURCES CORP,Antero Midstream LLC- 160A Basin,221210,1507874.85,Natural Gas Distribution ,110070082422.0,2020,Antero Midstream LLC- 160A Basin,1615 Wynkoop Street,Denver,CO,80202,DENVER COUNTY,1615 Wynkoop Street Denver,Denver,CO,80202,100.0,221210,1507874.85,AR,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_54394C4B36462D52,US,USD,True,BBG000PW5VX1,1433270.0,APVBKPOULHUX7YZLKU17,11075450118,35.86,8.81,35.86,8.81,2.769230769230769,313929992,0,6582967,7159838,21.5,28.52,522,-0.6065,0.0,0.0,,,2022-04-27,-59.25901218176662,0.9907481695665591,-0.32166890982503304,0.599274705349048,24.56521739130435,2.705882352941176,1.016,0.8009188361408881,0.761357963055416,0.40389972144846803,0.405017921146953,0.064574532287266
ANTERO RESOURCES CORP,Antero Midstream LLC- 160 Basin,221210,46426.092,Natural Gas Distribution ,110070082422.0,2020,Antero Midstream LLC- 160 Basin,1615 Wynkoop Street,Denver,CO,80202,DENVER COUNTY,1615 Wynkoop Street Denver,Denver,CO,80202,100.0,221210,46426.09199999999,AR,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_54394C4B36462D52,US,USD,True,BBG000PW5VX1,1433270.0,APVBKPOULHUX7YZLKU17,11075450118,35.86,8.81,35.86,8.81,2.769230769230769,313929992,0,6582967,7159838,21.5,28.52,522,-0.6065,0.0,0.0,,,2022-04-27,-59.25901218176662,0.9907481695665591,-0.32166890982503304,0.599274705349048,24.56521739130435,2.705882352941176,1.016,0.8009188361408881,0.761357963055416,0.40389972144846803,0.405017921146953,0.064574532287266
ANTERO RESOURCES CORP,Antero Clearwater Facility,213112,274.248,Support Activities for Oil and Gas Operations ,110070081353.0,2020,Antero Clearwater Facility,364 Gum Run Road,Pennsboro,WV,26415,RITCHIE COUNTY,1615 Wynkoop Street,Denver,CO,80202,100.0,213112,274.248,AR,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_54394C4B36462D52,US,USD,True,BBG000PW5VX1,1433270.0,APVBKPOULHUX7YZLKU17,11075450118,35.86,8.81,35.86,8.81,2.769230769230769,313929992,0,6582967,7159838,21.5,28.52,522,-0.6065,0.0,0.0,,,2022-04-27,-59.25901218176662,0.9907481695665591,-0.32166890982503304,0.599274705349048,24.56521739130435,2.705882352941176,1.016,0.8009188361408881,0.761357963055416,0.40389972144846803,0.405017921146953,0.064574532287266
ARCHROCK INC,WHITSON COMPRESSOR STATION,211130,26013.956,Natural Gas Extraction ,110043973386.0,2020,WHITSON COMPRESSOR STATION,,Wiley,AL,35579,TUSCALOOSA COUNTY,9807 Katy Fwy,Houston,TX,77024,100.0,211130,26013.955999999995,AROC,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_575A565232532D52,US,USD,True,BBG000RWH1V4,1389050.0,549300K3RIHMHDVFTL28,1497056843,9.77,6.85,9.95,6.99,0.09685053704715,155296353,0,964871,1387710,8.26,9.08,1250,0.1781,0.565258355381965,0.058636758857050005,,2022-02-07,2022-04-28,55.354292583472,0.680929491677401,-0.8725103816753511,0.054543067801430006,1.934283018293611,0.088736546084953,0.31143972682873705,0.154560153302592,0.140639420687696,0.14898688915375402,0.131455399061032,0.029914529914530003
ARCOSA INC,Arcosa Lightweight - Brooks Plant,327999,43138.282,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing ,110000766289.0,2020,Arcosa Lightweight - Brooks Plant,1797 CORAL RIDGE RD.,Shephersville,KY,40165,BULLITT COUNTY,"500 N Akard St, Suite 400",Dallas,TX,75201,100.0,327999,43138.282,ACA,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_424256334B5A2D52,US,USD,True,BBG00JGMWFM9,1739445.0,549300WFHLTCZV7D6V29,2630152098,65.53,43.38,65.78,43.42,-0.14854749459631,48312860,0,193804,248727,52.64,56.3,6410,0.0,0.24962076769460603,0.004585245549129,,2022-04-13,2022-04-28,0.0,1.074032265091514,1.592380952380952,1.592380952380952,0.398777482868573,-0.13452259636861902,0.034986891560218,0.048516014714662006,0.039671369123440006,-0.045054684827701,-0.064723729285279,-0.005852758831639
ARCOSA INC,Streetman Plant,212324,92167.788,Kaolin and Ball Clay Mining ,110008060187.0,2020,Streetman Plant,,STREETMAN,TX,75859,NAVARRO COUNTY,"500 N. Akard St., Suite 400",Dallas,TX,75201,100.0,212324,92167.788,ACA,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_424256334B5A2D52,US,USD,True,BBG00JGMWFM9,1739445.0,549300WFHLTCZV7D6V29,2630152098,65.53,43.38,65.78,43.42,-0.14854749459631,48312860,0,193804,248727,52.64,56.3,6410,0.0,0.24962076769460603,0.004585245549129,,2022-04-13,2022-04-28,0.0,1.074032265091514,1.592380952380952,1.592380952380952,0.398777482868573,-0.13452259636861902,0.034986891560218,0.048516014714662006,0.039671369123440006,-0.045054684827701,-0.064723729285279,-0.005852758831639
ARCOSA INC,Arcosa BR LW LLC ERWINVILLLE DIV,212325,37533.978,Clay and Ceramic and Refractory Minerals Mining ,110040943012.0,2020,Arcosa BR LW LLC ERWINVILLLE DIV,12652 AIRLINE HWY,ERWINVILLE,LA,70729,WEST BATON ROUGE PARISH,"500 N. Akard St., Suite 400",Dallas,TX,75201,100.0,212325,37533.978,ACA,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_424256334B5A2D52,US,USD,True,BBG00JGMWFM9,1739445.0,549300WFHLTCZV7D6V29,2630152098,65.53,43.38,65.78,43.42,-0.14854749459631,48312860,0,193804,248727,52.64,56.3,6410,0.0,0.24962076769460603,0.004585245549129,,2022-04-13,2022-04-28,0.0,1.074032265091514,1.592380952380952,1.592380952380952,0.398777482868573,-0.13452259636861902,0.034986891560218,0.048516014714662006,0.039671369123440006,-0.045054684827701,-0.064723729285279,-0.005852758831639
ARCOSA INC,"Arcosa LW BR, LLC Livingston DIV",212325,71198.828,Clay and Ceramic and Refractory Minerals Mining ,110043972001.0,2020,"Arcosa LW BR, LLC Livingston DIV",201 Industrial St. SOUTH INDUSTRIAL PARK,LIVINGSTON,AL,35470,SUMTER COUNTY,"500 N. Akard St., Suite 400",Dallas,TX,75201,100.0,212325,71198.828,ACA,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_424256334B5A2D52,US,USD,True,BBG00JGMWFM9,1739445.0,549300WFHLTCZV7D6V29,2630152098,65.53,43.38,65.78,43.42,-0.14854749459631,48312860,0,193804,248727,52.64,56.3,6410,0.0,0.24962076769460603,0.004585245549129,,2022-04-13,2022-04-28,0.0,1.074032265091514,1.592380952380952,1.592380952380952,0.398777482868573,-0.13452259636861902,0.034986891560218,0.048516014714662006,0.039671369123440006,-0.045054684827701,-0.064723729285279,-0.005852758831639
ARCOSA INC,"Standard Forged Products, LLC - McKees Rocks",332111,12429.404,Iron and Steel Forging ,110025330933.0,2020,"Standard Forged Products, LLC - McKees Rocks",75 Nichols Avenue,McKees Rocks,PA,15136,ALLEGHENY COUNTY,500 N Akard Street Suite 400,Dallas,TX,75201,100.0,332111,12429.404000000002,ACA,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_424256334B5A2D52,US,USD,True,BBG00JGMWFM9,1739445.0,549300WFHLTCZV7D6V29,2630152098,65.53,43.38,65.78,43.42,-0.14854749459631,48312860,0,193804,248727,52.64,56.3,6410,0.0,0.24962076769460603,0.004585245549129,,2022-04-13,2022-04-28,0.0,1.074032265091514,1.592380952380952,1.592380952380952,0.398777482868573,-0.13452259636861902,0.034986891560218,0.048516014714662006,0.039671369123440006,-0.045054684827701,-0.064723729285279,-0.005852758831639
ARCOSA INC,Arcosa Lightweight - Frazier Park,212325,19051.128,Clay and Ceramic and Refractory Minerals Mining ,110001158167.0,2020,Arcosa Lightweight - Frazier Park,17410 E Lockwood Valley Rd,Frazier Park,CA,93225,VENTURA COUNTY,"500 N. Akard St., Suite 400",Dallas,TX,75201,100.0,212325,19051.128,ACA,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_424256334B5A2D52,US,USD,True,BBG00JGMWFM9,1739445.0,549300WFHLTCZV7D6V29,2630152098,65.53,43.38,65.78,43.42,-0.14854749459631,48312860,0,193804,248727,52.64,56.3,6410,0.0,0.24962076769460603,0.004585245549129,,2022-04-13,2022-04-28,0.0,1.074032265091514,1.592380952380952,1.592380952380952,0.398777482868573,-0.13452259636861902,0.034986891560218,0.048516014714662006,0.039671369123440006,-0.045054684827701,-0.064723729285279,-0.005852758831639
ARCOSA INC,Arcosa Lightweight Indiana,212324,41208.96,Kaolin and Ball Clay Mining ,110070209531.0,2020,Arcosa Lightweight Indiana,6618 N Tidewater Rd,Mooresville,IN,46158,MORGAN COUNTY,"500 N. Akard St., Suite 400",Dallas,TX,75201,100.0,212324,41208.96,ACA,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_424256334B5A2D52,US,USD,True,BBG00JGMWFM9,1739445.0,549300WFHLTCZV7D6V29,2630152098,65.53,43.38,65.78,43.42,-0.14854749459631,48312860,0,193804,248727,52.64,56.3,6410,0.0,0.24962076769460603,0.004585245549129,,2022-04-13,2022-04-28,0.0,1.074032265091514,1.592380952380952,1.592380952380952,0.398777482868573,-0.13452259636861902,0.034986891560218,0.048516014714662006,0.039671369123440006,-0.045054684827701,-0.064723729285279,-0.005852758831639
ASHLAND GLOBAL HOLDINGS INC,ISP TECHNOLOGIES TEXAS CITY PLANT,325199,35969.964,All Other Basic Organic Chemical Manufacturing ,110000619466.0,2020,ISP TECHNOLOGIES TEXAS CITY PLANT,4501 ATTWATER AVENUE,TEXAS CITY,TX,77590,GALVESTON COUNTY,1005 Route 202/206,Bridgewater,NJ,8807,100.0,325199,35969.964,ASH,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_42334734424B2D52,US,USD,True,BBG00D0Y81M1,1674862.0,529900E4L9R04SB8HB11,6046442531,110.07,81.15,110.74,81.93,0.185596928297169,56923767,0,463814,510951,98.07,94.84,4500,3.52,1.194372559863246,0.011244328373783,,2022-02-28,2022-04-26,28.520955333679247,0.9333881891790881,1.19836168037452,0.9186757488561461,1.006786270271904,0.193886921307093,-0.010223897008121001,0.11624876521154201,0.008129957841147001,0.173571980996574,0.148945375878853,0.068074409250879
ASHLAND GLOBAL HOLDINGS INC,ISP LIMA LLC,325199,109240.392,All Other Basic Organic Chemical Manufacturing ,110021016229.0,2020,ISP LIMA LLC,1220 S METCALF ST,LIMA,OH,45804,ALLEN COUNTY,50 E. Rivercenter Blvd.,Covington,KY,41012,100.0,325199,109240.392,ASH,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_42334734424B2D52,US,USD,True,BBG00D0Y81M1,1674862.0,529900E4L9R04SB8HB11,6046442531,110.07,81.15,110.74,81.93,0.185596928297169,56923767,0,463814,510951,98.07,94.84,4500,3.52,1.194372559863246,0.011244328373783,,2022-02-28,2022-04-26,28.520955333679247,0.9333881891790881,1.19836168037452,0.9186757488561461,1.006786270271904,0.193886921307093,-0.010223897008121001,0.11624876521154201,0.008129957841147001,0.173571980996574,0.148945375878853,0.068074409250879
ASHLAND GLOBAL HOLDINGS INC,ISP CHEMICALS LLC,325199,67838.946,All Other Basic Organic Chemical Manufacturing ,110000741608.0,2020,ISP CHEMICALS LLC,455 N MAIN ST,CALVERT CITY,KY,42029,MARSHALL COUNTY,105 RT 202/206,Bridgewater,NJ,8807,100.0,325199,67838.946,ASH,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_42334734424B2D52,US,USD,True,BBG00D0Y81M1,1674862.0,529900E4L9R04SB8HB11,6046442531,110.07,81.15,110.74,81.93,0.185596928297169,56923767,0,463814,510951,98.07,94.84,4500,3.52,1.194372559863246,0.011244328373783,,2022-02-28,2022-04-26,28.520955333679247,0.9333881891790881,1.19836168037452,0.9186757488561461,1.006786270271904,0.193886921307093,-0.010223897008121001,0.11624876521154201,0.008129957841147001,0.173571980996574,0.148945375878853,0.068074409250879
AVANGRID INC,Klamath Energy LLC,221112,21968.92,Fossil Fuel Electric Power Generation ,110006911404.0,2020,Klamath Energy LLC,4940 Hwy 97 South,Klamath Falls,OR,97603,Klamath,1125 NW Couch Street,Portland,OR,97209,100.0,221112,21968.92,AGR,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_425151474C342D52,US,USD,True,BBG00B8NWRF5,1634997.0,549300OX0Q38NLSKPB49,18915236781,54.3,41.79,55.57,42.2,-0.038344372162496004,386577494,0,930415,708321,47.75,46.02,7031,1.97,1.735844460263018,0.035476077258594,2022-06-02,2022-02-28,2022-04-26,26.754224584752475,0.271103591119767,0.707817637326966,0.35242333365579903,0.17301560664541002,-0.036148850292819,-0.009343712987052001,-0.022738847778543,0.028600258569041002,0.09389671361502301,0.09340782122905,0.015145228215767002
AVANGRID INC,Klamath Cogeneration Project,221112,1118330.592,Fossil Fuel Electric Power Generation ,110006911404.0,2020,Klamath Cogeneration Project,4940 Hwy 97 South,Klamath Falls,OR,97603,Klamath,1125 NW Couch Street,Portland,OR,97603,100.0,221112,1118330.592,AGR,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_425151474C342D52,US,USD,True,BBG00B8NWRF5,1634997.0,549300OX0Q38NLSKPB49,18915236781,54.3,41.79,55.57,42.2,-0.038344372162496004,386577494,0,930415,708321,47.75,46.02,7031,1.97,1.735844460263018,0.035476077258594,2022-06-02,2022-02-28,2022-04-26,26.754224584752475,0.271103591119767,0.707817637326966,0.35242333365579903,0.17301560664541002,-0.036148850292819,-0.009343712987052001,-0.022738847778543,0.028600258569041002,0.09389671361502301,0.09340782122905,0.015145228215767002
AVANGRID INC,Rochester Gas & Electric Corp,221122,29124.1,Electric Power Distribution ,110004342765.0,2020,Rochester Gas & Electric Corp,89 East Avenue,Rochester,NY,14649,MONROE COUNTY,89 East Avenue,Rochester,NY,14649,100.0,221122,29124.1,AGR,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_425151474C342D52,US,USD,True,BBG00B8NWRF5,1634997.0,549300OX0Q38NLSKPB49,18915236781,54.3,41.79,55.57,42.2,-0.038344372162496004,386577494,0,930415,708321,47.75,46.02,7031,1.97,1.735844460263018,0.035476077258594,2022-06-02,2022-02-28,2022-04-26,26.754224584752475,0.271103591119767,0.707817637326966,0.35242333365579903,0.17301560664541002,-0.036148850292819,-0.009343712987052001,-0.022738847778543,0.028600258569041002,0.09389671361502301,0.09340782122905,0.015145228215767002
AVANGRID INC,New York State Electric and Gas,221210,37635.65,Natural Gas Distribution ,110043793035.0,2020,New York State Electric and Gas,18 Link Drive,Binghamton,NY,13904,BROOME COUNTY,89 East Avenue,Rochester,NY,14649,100.0,221210,37635.65,AGR,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_425151474C342D52,US,USD,True,BBG00B8NWRF5,1634997.0,549300OX0Q38NLSKPB49,18915236781,54.3,41.79,55.57,42.2,-0.038344372162496004,386577494,0,930415,708321,47.75,46.02,7031,1.97,1.735844460263018,0.035476077258594,2022-06-02,2022-02-28,2022-04-26,26.754224584752475,0.271103591119767,0.707817637326966,0.35242333365579903,0.17301560664541002,-0.036148850292819,-0.009343712987052001,-0.022738847778543,0.028600258569041002,0.09389671361502301,0.09340782122905,0.015145228215767002
AVANGRID INC,Southern Connecticut Gas Company,221210,101594.496,Natural Gas Distribution ,110030333333.0,2020,Southern Connecticut Gas Company,60 Marsh Hill Rd,Orange,CT,6477,NEW HAVEN COUNTY,180 Marsh Hill Rd,Orange,CT,6477,100.0,221210,101594.496,AGR,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_425151474C342D52,US,USD,True,BBG00B8NWRF5,1634997.0,549300OX0Q38NLSKPB49,18915236781,54.3,41.79,55.57,42.2,-0.038344372162496004,386577494,0,930415,708321,47.75,46.02,7031,1.97,1.735844460263018,0.035476077258594,2022-06-02,2022-02-28,2022-04-26,26.754224584752475,0.271103591119767,0.707817637326966,0.35242333365579903,0.17301560664541002,-0.036148850292819,-0.009343712987052001,-0.022738847778543,0.028600258569041002,0.09389671361502301,0.09340782122905,0.015145228215767002
AVANGRID INC,Connecticut Natural Gas Company,221210,46835.55,Natural Gas Distribution ,110002498191.0,2020,Connecticut Natural Gas Company,76 Meadow Street,East Hartford,CT,6108,HARTFORD COUNTY,180 Marsh Hill Rd,Orange,CT,6477,100.0,221210,46835.55,AGR,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_425151474C342D52,US,USD,True,BBG00B8NWRF5,1634997.0,549300OX0Q38NLSKPB49,18915236781,54.3,41.79,55.57,42.2,-0.038344372162496004,386577494,0,930415,708321,47.75,46.02,7031,1.97,1.735844460263018,0.035476077258594,2022-06-02,2022-02-28,2022-04-26,26.754224584752475,0.271103591119767,0.707817637326966,0.35242333365579903,0.17301560664541002,-0.036148850292819,-0.009343712987052001,-0.022738847778543,0.028600258569041002,0.09389671361502301,0.09340782122905,0.015145228215767002
AVANGRID INC,Rochester Gas and Electric - Subpart DD,221122,1322.4,Electric Power Distribution ,110070082282.0,2020,Rochester Gas and Electric - Subpart DD,89 East Avenue,Rochester,NY,14649,MONROE COUNTY,89 East Avenue,Rochester,NY,14649,100.0,221122,1322.4,AGR,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_425151474C342D52,US,USD,True,BBG00B8NWRF5,1634997.0,549300OX0Q38NLSKPB49,18915236781,54.3,41.79,55.57,42.2,-0.038344372162496004,386577494,0,930415,708321,47.75,46.02,7031,1.97,1.735844460263018,0.035476077258594,2022-06-02,2022-02-28,2022-04-26,26.754224584752475,0.271103591119767,0.707817637326966,0.35242333365579903,0.17301560664541002,-0.036148850292819,-0.009343712987052001,-0.022738847778543,0.028600258569041002,0.09389671361502301,0.09340782122905,0.015145228215767002
BERRY CORP,Berry Petroleum Company - San Joaquin Basin 745,211120,1167465.506,Crude Petroleum Extraction ,110055512529.0,2020,Berry Petroleum Company - San Joaquin Basin 745,5201 Truxtun Ave,Bakersfield,CA,93309,,11117 River Run Blvd.,Bakersfield,CA,93311,100.0,211120,1167465.506,BRY,XNAS,,Nasdaq All Markets,XNGS,Nasdaq Ngs Global Select Market,2022-04-16,cs,IEX_4A46575136342D52,US,USD,True,BBG00H5HHTV3,1705873.0,,976382839,12.55,4.61,12.55,4.72,1.056472189147814,80759540,0,486638,473110,9.22,10.6,347,0.0,0.21794327529203703,0.018026739064684,,2022-03-14,2022-05-04,0.0,1.18221393347434,0.046454259821869,0.046454259821869,4.1105381071141744,0.9780111907332871,0.44461703907276806,0.48143609851733804,0.280394814877573,0.269957983193277,0.269957983193277,-0.023424878836833002
BERRY CORP,Berry Petroleum Company 585 Piceance Basin Production Segment,211130,43180.248,Natural Gas Extraction ,110055512529.0,2020,Berry Petroleum Company 585 Piceance Basin Production Segment,5201 Truxtun Ave.,Bakersfield,CA,93309,,11117 River Run Blvd,Bakersfield,CA,93311,100.0,211130,43180.248,BRY,XNAS,,Nasdaq All Markets,XNGS,Nasdaq Ngs Global Select Market,2022-04-16,cs,IEX_4A46575136342D52,US,USD,True,BBG00H5HHTV3,1705873.0,,976382839,12.55,4.61,12.55,4.72,1.056472189147814,80759540,0,486638,473110,9.22,10.6,347,0.0,0.21794327529203703,0.018026739064684,,2022-03-14,2022-05-04,0.0,1.18221393347434,0.046454259821869,0.046454259821869,4.1105381071141744,0.9780111907332871,0.44461703907276806,0.48143609851733804,0.280394814877573,0.269957983193277,0.269957983193277,-0.023424878836833002
BERRY CORP,Berry Petroleum Company - Uinta Basin 575,211120,125426.098,Crude Petroleum Extraction ,110055512529.0,2020,Berry Petroleum Company - Uinta Basin 575,"1999 Broadway, Suite 3700",Denver,CO,80202,,11117 River Run Blvd,Bakersfield,CA,93311,100.0,211120,125426.09800000001,BRY,XNAS,,Nasdaq All Markets,XNGS,Nasdaq Ngs Global Select Market,2022-04-16,cs,IEX_4A46575136342D52,US,USD,True,BBG00H5HHTV3,1705873.0,,976382839,12.55,4.61,12.55,4.72,1.056472189147814,80759540,0,486638,473110,9.22,10.6,347,0.0,0.21794327529203703,0.018026739064684,,2022-03-14,2022-05-04,0.0,1.18221393347434,0.046454259821869,0.046454259821869,4.1105381071141744,0.9780111907332871,0.44461703907276806,0.48143609851733804,0.280394814877573,0.269957983193277,0.269957983193277,-0.023424878836833002
BERRY CORP,Berry Petroleum Company - Los Angeles Basin 760,211120,210919.23,Crude Petroleum Extraction ,,2020,Berry Petroleum Company - Los Angeles Basin 760,25121 N. Sierra Hwy.,Newhall,CA,91321,,"16000 N. Dallas Parkway, Suite 500",Dallas,TX,75248,100.0,211120,210919.23,BRY,XNAS,,Nasdaq All Markets,XNGS,Nasdaq Ngs Global Select Market,2022-04-16,cs,IEX_4A46575136342D52,US,USD,True,BBG00H5HHTV3,1705873.0,,976382839,12.55,4.61,12.55,4.72,1.056472189147814,80759540,0,486638,473110,9.22,10.6,347,0.0,0.21794327529203703,0.018026739064684,,2022-03-14,2022-05-04,0.0,1.18221393347434,0.046454259821869,0.046454259821869,4.1105381071141744,0.9780111907332871,0.44461703907276806,0.48143609851733804,0.280394814877573,0.269957983193277,0.269957983193277,-0.023424878836833002
BERRY CORP,Berry Petroleum Company 575 Uinta Basin Gathering and Boosting,211130,29495.072,Natural Gas Extraction ,110070082458.0,2020,Berry Petroleum Company 575 Uinta Basin Gathering and Boosting,5201 Truxtun ave.,Bakersfield,CA,93309,KERN COUNTY,11117 River Run Blvd,Bakersfield,CA,93311,100.0,211130,29495.072,BRY,XNAS,,Nasdaq All Markets,XNGS,Nasdaq Ngs Global Select Market,2022-04-16,cs,IEX_4A46575136342D52,US,USD,True,BBG00H5HHTV3,1705873.0,,976382839,12.55,4.61,12.55,4.72,1.056472189147814,80759540,0,486638,473110,9.22,10.6,347,0.0,0.21794327529203703,0.018026739064684,,2022-03-14,2022-05-04,0.0,1.18221393347434,0.046454259821869,0.046454259821869,4.1105381071141744,0.9780111907332871,0.44461703907276806,0.48143609851733804,0.280394814877573,0.269957983193277,0.269957983193277,-0.023424878836833002
BERRY GLOBAL GROUP INC,Fiberweb,313230,93077.998,Nonwoven Fabric Mills,110043786178.0,2020,Fiberweb,70 Old Hickory Boulevard,Old Hickory,TN,37138,DAVIDSON COUNTY,70 Old Hickory Boulevard,Old Hickory,TN,37138,100.0,313230,93077.998,BERY,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4A44565859502D52,US,USD,True,BBG000Q1R1Y9,1378992.0,549300G6KKUMMXM8NH73,7710747000,74.73,52.54,74.73,52.54,-0.092515923566878,135300000,0,815646,915352,64.92,57.9,2019,5.2,0.0,0.0,,,2022-05-05,10.650203038674034,0.863391927100818,2.749342105263158,0.163298632373953,0.6268912360833571,-0.09482210927573001,-0.22756844673353202,-0.102802267002518,-0.2144727773949,-0.024143835616438,-0.037168440614968004,0.010819439517559001
