Parent,Subsidiary,ticker
LOEWS CORP,Texas Gas Transmission - Kenton Station,L
LOEWS CORP,Texas Gas Transmission - Lake Cormorant Station,L
LOEWS CORP,Texas Gas Transmission - Sharon Station,L
LOEWS CORP,Texas Gas Transmission - Slaughters Station,L
LOEWS CORP,Gulf South Pipeline - Sterlington Station,L
LOEWS CORP,Gulf South Pipeline - Vixen Station,L
LOEWS CORP,Petal Gas Storage Compressor Station,L
LOEWS CORP,Gulf South Pipeline - Harrisville Station,L
LOEWS CORP,Gulf South Pipeline - Tallulah Station,L
LOEWS CORP,Gulf South Pipeline - Mira Station,L
LOEWS CORP,Gulf South Pipeline - Paris Station,L
LOEWS CORP,Gulf South Pipeline - Carthage Jct Station,L
LOEWS CORP,Gulf South Pipeline - Hall Summit Station,L
LOEWS CORP,EnverVest Operating L.L.C.- 430 HighMount Permian,L
LOEWS CORP,Texas Gas Transmission - Hardinsburg Station,L
LOEWS CORP,Texas Gas Transmission - Midland Storage Field,L
LOEWS CORP,Texas Gas Transmission - Haughton Station,L
LOEWS CORP,Texas Gas Transmission - Pineville Station,L
LOEWS CORP,Gulf South Pipeline - Bistineau Station,L
LOEWS CORP,Gulf South Pipeline - Clarence Station,L
LOEWS CORP,Texas Gas Transmission - Covington Station,L
LOEWS CORP,Texas Gas Transmission - Calvert City Station,L
LOEWS CORP,Gulf South Pipeline - Marksville Station,L
LOEWS CORP,Gulf South Pipeline - Montpelier Station,L
LOEWS CORP,Gulf South Pipeline - Olla Station,L
LOEWS CORP,Gulf South Pipeline - McComb Station,L
LOEWS CORP,Texas Gas Transmission - Columbia Station,L
LOEWS CORP,Texas Gas Transmission - Eunice Station,L
LOEWS CORP,Gulf South Pipeline - Rodrigue Station,L
LOEWS CORP,Gulf South Pipeline - Kiln Station,L
LOEWS CORP,Gulf South Pipeline Blowdowns,L
LOEWS CORP,Texas Gas Pipeline Blowdowns,L
LOEWS CORP,Texas Gas Transmission - Harrison Station,L
LOEWS CORP,Texas Gas Transmission - Clarksdale Station,L
LOEWS CORP,Texas Gas Transmission - Dillsboro Station,L
LOEWS CORP,Gulf South Pipeline - Goodrich Station,L
LOEWS CORP,Gulf South Pipeline - Wilson Station,L
LOEWS CORP,Gulf South Pipeline - Magasco Station,L
LOUISIANA-PACIFIC CORP,Louisiana Pacific Corporation,LPX
MAGNOLIA OIL & GAS CORP,Magnolia O&G Corp 220 Gulf Coast Basin,MGY
MARATHON OIL CORP,EAST VACUUM LIQUID RECOVERY PLANT/CO2 PLANT,MRO
MARATHON OIL CORP,Neptune Gas Plant,MRO
MARATHON OIL CORP,"Marathon Oil Corporation Williston Basin, AAPG Basin 395",MRO
MARATHON OIL CORP,Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),MRO
MARATHON OIL CORP,Marathon Oil So. Oklahoma Folded Belt (AAPG 350),MRO
MARATHON OIL CORP,Marathon Oil Anadarko Basin (AAPG 360),MRO
MARATHON OIL CORP,Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220) - GB,MRO
MARATHON OIL CORP,Marathon Oil Permian (AAPG Basin Number 430),MRO
MARATHON PETROLEUM CORP,THE ANDERSONS MARATHON HOLDINGS LLC,MPC
MARATHON PETROLEUM CORP,THE ANDERSONS MARATHON HOLDINGS LLC,MPC
MARATHON PETROLEUM CORP,Robinson Refinery,MPC
MARATHON PETROLEUM CORP,"St. Paul Park Refining Company, LLC",MPC
MARATHON PETROLEUM CORP,Garyville Refinery,MPC
MARATHON PETROLEUM CORP,GALLUP REFINERY,MPC
MARATHON PETROLEUM CORP,Marathon El Paso Refinery,MPC
MARATHON PETROLEUM CORP,TESORO CORPORATION-ANACORTES REFINERY,MPC
MARATHON PETROLEUM CORP,Blacks Fork Gas Plant,MPC
MARATHON PETROLEUM CORP,Canton Refinery,MPC
MARATHON PETROLEUM CORP,Galveston Bay Refinery,MPC
MARATHON PETROLEUM CORP,Marathon Mandan Refinery,MPC
MARATHON PETROLEUM CORP,THE ANDERSONS MARATHON HOLDINGS LLC,MPC
MARATHON PETROLEUM CORP,"Tesoro Refining and Marketing Company, Salt Lake City Refinery",MPC
MARATHON PETROLEUM CORP,DETROIT REFINERY,MPC
MARATHON PETROLEUM CORP,Los Angeles Refinery (LAR),MPC
MARATHON PETROLEUM CORP,TESORO REFINING AND MARKETING COMPANY GOLDEN EAGLE REFINERY,MPC
MARATHON PETROLEUM CORP,THE ANDERSONS MARATHON HOLDINGS LLC,MPC
MARATHON PETROLEUM CORP,TESORO ALASKA PETROLEUM CO,MPC
MARATHON PETROLEUM CORP,"Catlettsburg Refining, LLC",MPC
MARATHON PETROLEUM CORP,THE ANDERSONS MARATHON HOLDINGS LLC,MPC
MARATHON PETROLEUM CORP,Belfield Gas Plant,MPC
MARATHON PETROLEUM CORP,Robinson Lake Gas Plant,MPC
MARATHON PETROLEUM CORP,Stanley Booster Station,MPC
MARATHON PETROLEUM CORP,Vermillion Gas Plant,MPC
MARATHON PETROLEUM CORP,Ironhorse Complex Gas Plant,MPC
MARATHON PETROLEUM CORP,Marathon Petroleum Corporation,MPC
MARATHON PETROLEUM CORP,ALLP Uinta Basin,MPC
MARATHON PETROLEUM CORP,ALLP Greenriver Basin,MPC
MARTIN MIDSTREAM PARTNERS LP,MARTIN OPERATING PTNR LP,MMLP
MASONITE INTERNATIONAL CORP,Masonite Corporation,DOOR
MATADOR RESOURCES CO,MATADOR PRODUCTION COMPANY,MTDR
MATADOR RESOURCES CO,Matador Production Company - Permian Basin,MTDR
MATERION CORP,"Materion Brush, Inc.",MTRN
MDU RESOURCES GROUP INC,Big Stone,MDU
MDU RESOURCES GROUP INC,Intermountain Gas Company,MDU
MDU RESOURCES GROUP INC,Cascade Natural Gas Coporation - Washington,MDU
MDU RESOURCES GROUP INC,Coyote,MDU
MDU RESOURCES GROUP INC,Lewis & Clark,MDU
MDU RESOURCES GROUP INC,R M Heskett,MDU
MDU RESOURCES GROUP INC,Cabin Creek Compressor Station,MDU
MDU RESOURCES GROUP INC,Charbonneau Compressor Station,MDU
MDU RESOURCES GROUP INC,WBI Energy Transmission Pipeline Facility,MDU
MDU RESOURCES GROUP INC,Montana-Dakota Utilities Co. - Electric Power System,MDU
MERCK & CO INC,Merck & Company - West Point,MRK
MERCK & CO INC,MERCK SHARP & DOHME CORP. - RAHWAY,MRK
MERCK & CO INC,MERCK SHARP & DOHME CORP - Stonewall Plant,MRK
METRO,ST JOHN LANDFILL,MCB
MGM RESORTS INTERNATIONAL,MGM RESORTS INTERNATIONAL,MGM
MICRON TECHNOLOGY INC,"MICRON TECHNOLOGY, INC.",MU
MICRON TECHNOLOGY INC,"Micron Technology Utah, LLC",MU
MICRON TECHNOLOGY INC,"Micron Technology, Inc.",MU
MOLSON COORS BEVERAGE CO,Fort Worth Brewery,TAP
MOLSON COORS BEVERAGE CO,MOLSON COORS BEVERAGE COMPANY USA LLC,TAP
MOLSON COORS BEVERAGE CO,MOLSON COORS USA LLC - TRENTON BREWERY,TAP
MOLSON COORS BEVERAGE CO,ROCKY MOUNTAIN BOTTLE COMPANY,TAP
MOLSON COORS BEVERAGE CO,Molson Coors USA LLC - Golden Brewery,TAP
MOLSON COORS BEVERAGE CO,Molson Coors-MILWAUKEE BREWERY,TAP
MPLX LP,Carthage,MPLX
MPLX LP,Javelina,MPLX
MPLX LP,Arkoma,MPLX
MPLX LP,Siloam Fractionation,MPLX
MPLX LP,Houston Gas Plant,MPLX
MPLX LP,TARGA COALGATE STONEWALL GAS PROCESSING PLANT,MPLX
MPLX LP,Arapaho,MPLX
MPLX LP,Sprague,MPLX
MPLX LP,Sarsen Gas Processing Plant,MPLX
MPLX LP,Majorsville Gas Plant,MPLX
MPLX LP,Mobley  Gas Plant,MPLX
MPLX LP,Sherwood Gas Plant,MPLX
MPLX LP,Catcher Ranch Gas Plant,MPLX
MPLX LP,Bluestone Gas Processing Plant,MPLX
MPLX LP,Cadiz Gas Processing Plant,MPLX
MPLX LP,Carthage East Gas Plant,MPLX
MPLX LP,Hopedale Fractionation Facility,MPLX
MPLX LP,Seneca Gas Processing Plant,MPLX
MPLX LP,Buffalo Creek Processing Plant,MPLX
MPLX LP,Utica Condensate Stabilization Facility,MPLX
MPLX LP,Hidalgo Cryogenic Gas Plant,MPLX
MPLX LP,"MarkWest Oklahoma Gas Company, L.L.C. - 355 Chautauqua Platform - G&B",MPLX
MPLX LP,"The Ohio Gathering Company, L.L.C. - 160A Appalachian Basin (Eastern Overthrust Area) - G&B",MPLX
MPLX LP,"MarkWest Liberty Bluestone, L.L.C. - 160A Appalachian Basin (Eastern Overthrust Area) - G&B",MPLX
MPLX LP,"MarkWest Energy East Texas Gas Company, L.L.C. - 260 East Texas Basin - G&B",MPLX
MPLX LP,"MarkWest Oklahoma Gas Company, L.L.C. - 360 Anadarko Basin - G&B",MPLX
MPLX LP,"MarkWest Energy South Texas Gas Company, L.L.C. - 220 Gulf Coast Basin (LA, TX) - G&B",MPLX
MPLX LP,"MarkWest Oklahoma Gas Company, L.L.C. - 345 Arkoma Basin - GB",MPLX
MPLX LP,"MarkWest Liberty Midstream & Resources, L.L.C. - 160A Appalachian Basin (Eastern Overthrust Area) - G&B",MPLX
MPLX LP,TARGA HICKORY HILLS GAS PROCESSING PLANT,MPLX
MPLX LP,Harmon Creek Gas Plant,MPLX
MPLX LP,Tornado Gas Plant,MPLX
MURPHY OIL CORP,Medusa,MUR
MURPHY OIL CORP,Front Runner,MUR
MURPHY OIL CORP,MurphyE&P-220,MUR
MURPHY OIL CORP,Walker Ridge FPSO,MUR
MURPHY OIL CORP,Walker Ridge 718 (JSM),MUR
MURPHY OIL CORP,MC 254 A-Delta House,MUR
MURPHY OIL CORP,MurphyG&B-220,MUR
NATIONAL FUEL GAS CO,NFGSC ELLISBURG STATION,NFG
NATIONAL FUEL GAS CO,National Fuel Gas Distribution Corporation,NFG
NATIONAL FUEL GAS CO,National Fuel Gas Distribution Corp - Pennsylvania,NFG
NATIONAL FUEL GAS CO,NFGSC INDEPENDENCE STATION,NFG
NATIONAL FUEL GAS CO,NFGSC CONCORD STATION,NFG
NATIONAL FUEL GAS CO,NFGSC BUFFALO STATION,NFG
NATIONAL FUEL GAS CO,NFGSC ROYSTONE STATION,NFG
NATIONAL FUEL GAS CO,EMPIRE - OAKFIELD STATION,NFG
NATIONAL FUEL GAS CO,Seneca East Facilities,NFG
NATIONAL FUEL GAS CO,NFGSC HINSDALE STATION,NFG
NATIONAL FUEL GAS CO,NFG Midstream Trout Run Gathering System,NFG
NATIONAL FUEL GAS CO,NFG Midstream Clermont Gathering System,NFG
NATIONAL FUEL GAS CO,NFGSC MERCER COMPRESSOR STATION,NFG
NATIONAL FUEL GAS CO,Seneca East G&B Facilities,NFG
NATIONAL FUEL GAS CO,San Joaquin Production Facilities,NFG
NATIONAL FUEL GAS CO,NFG Midstream Covington Gathering System,NFG
NATURAL RESOURCE PARTNERS LP,Ciner Wyoming LLC,NRP
NEENAH INC,NEENAH PAPER INC - WHITING MILL,NP
NEENAH INC,NEENAH PAPER MICHIGAN INC,NP
NEW JERSEY RESOURCES CORP,New Jersey Resources,NJR
NEW JERSEY RESOURCES CORP,"Leaf River Energy Center, LLC",NJR
NEW YORK CITY,Brookfield Avenue Landfill,NYC
NEWMARKET CORP,AFTON CHEMICAL CORP,NEU
NEWMONT CORP,TS Power Plant,NEM
NEWMONT CORP,Nevada Gold Mines LLC - Goldstrike,NEM
NEWMONT CORP,NEVADA GOLD MINES CARLIN SOUTH AREA,NEM
NEXTERA ENERGY INC,Martin,NEE
NEXTERA ENERGY INC,Scherer,NEE
NEXTERA ENERGY INC,Bellingham,NEE
NEXTERA ENERGY INC,Fort Myers,NEE
NEXTERA ENERGY INC,Port Everglades,NEE
NEXTERA ENERGY INC,Riviera,NEE
NEXTERA ENERGY INC,Lansing Smith Generating Plant,NEE
NEXTERA ENERGY INC,William F Wyman,NEE
NEXTERA ENERGY INC,PEA RIDGE,NEE
NEXTERA ENERGY INC,FPL Transmission and Distribution System,NEE
NEXTERA ENERGY INC,Luz Solar Partners III - VII,NEE
NEXTERA ENERGY INC,Florida City Gas,NEE
NEXTERA ENERGY INC,Gulf Clean Energy Center,NEE
NEXTERA ENERGY INC,Sanford,NEE
NEXTERA ENERGY INC,Oleander Power Project,NEE
NEXTERA ENERGY INC,Turkey Point,NEE
NEXTERA ENERGY INC,West County Energy Center,NEE
NEXTERA ENERGY INC,Manatee,NEE
NEXTERA ENERGY INC,Stanton A,NEE
NEXTERA ENERGY INC,Daniel Electric Generating Plant,NEE
NEXTERA ENERGY INC,Lauderdale,NEE
NEXTERA ENERGY INC,Cape Canaveral,NEE
NEXTERA ENERGY INC,Salt River Project - T & D Equipment,NEE
NEXTERA ENERGY INC,"Trinity Operating USG, LLC - Chautauqua Platform (Basin 355)",NEE
NEXTERA ENERGY INC,"Trinity Operating USG, LLC - Arkoma (Basin 345)",NEE
NEXTERA ENERGY INC,"Trinity Operating (USG), LLC - Gulf Coast Basin (220)",NEE
NEXTERA ENERGY INC,Gulf Power Company Transmission and Distribution,NEE
NEXTERA ENERGY INC,Okeechobee Clean Energy Center,NEE
NEXTERA ENERGY INC,Ponderosa Gathering LLC,NEE
NEXTERA ENERGY INC,Agua Dulce Compressor Station,NEE
NEXTERA ENERGY INC,"Trinity Operating (USG), LLC - Arkla Basin (230)",NEE
NGL ENERGY PARTNERS LP,Bostco Terminal,NGL
NISOURCE INC,Sugar Creek Generating Station,NI
NISOURCE INC,R M Schahfer Generating Station,NI
NISOURCE INC,Bailly Generating Station,NI
NISOURCE INC,Michigan City Generating Station,NI
NISOURCE INC,Columbia Gas of Pennsylvania,NI
NISOURCE INC,Columbia Gas of Ohio,NI
NISOURCE INC,NIPSCO GAS,NI
NISOURCE INC,Columbia Gas of Virginia,NI
NISOURCE INC,Columbia Gas of Kentucky,NI
NISOURCE INC,NIPSCO Electric Transmission,NI
NORTHROP GRUMMAN CORP,ATK Launch Systems LLC,NOC
NORTHROP GRUMMAN CORP,ALLEGANY BALLISTICS LABORATORY,NOC
NORTHWEST NATURAL HOLDING CO,NW Natural - Oregon,NWN
NORTHWEST NATURAL HOLDING CO,NW Natural - Washington,NWN
NORTHWESTERN CORP,Colstrip,NWE
NORTHWESTERN CORP,Big Stone,NWE
NORTHWESTERN CORP,George Neal South,NWE
NORTHWESTERN CORP,NORTHWESTERN ENERGY/GTS,NWE
NORTHWESTERN CORP,"NorthWestern Energy, SD LDC",NWE
NORTHWESTERN CORP,Coyote,NWE
NORTHWESTERN CORP,Dave Gates Generating Station,NWE
NORTHWESTERN CORP,NorthWestern Energy NE LDC,NWE
NORTHWESTERN CORP,Aberdeen Generating Station,NWE
NRG ENERGY INC,Sunrise Power Company,NRG
NRG ENERGY INC,Astoria Gas Turbine Power,NRG
NRG ENERGY INC,El Segundo,NRG
NRG ENERGY INC,Long Beach Generating Station,NRG
NRG ENERGY INC,Cedar Bayou 4,NRG
NRG ENERGY INC,Arthur Kill,NRG
NRG ENERGY INC,Cedar Bayou,NRG
NRG ENERGY INC,Joliet 29,NRG
NRG ENERGY INC,Montville,NRG
NRG ENERGY INC,Indian River,NRG
NRG ENERGY INC,Joliet 9,NRG
NRG ENERGY INC,Powerton,NRG
NRG ENERGY INC,Waukegan,NRG
NRG ENERGY INC,Will County,NRG
NRG ENERGY INC,MIDWAY-SUNSET COGENERATION CO.,NRG
NRG ENERGY INC,Greens Bayou,NRG
NRG ENERGY INC,Limestone,NRG
NRG ENERGY INC,San Jacinto Steam Electric Station,NRG
NRG ENERGY INC,Middletown,NRG
NRG ENERGY INC,W A Parish,NRG
NRG ENERGY INC,Oswego Harbor Power,NRG
NRG ENERGY INC,Gregory Power Facility,NRG
NRG ENERGY INC,T H Wharton,NRG
NRG ENERGY INC,Ivanpah Solar Electric Generating Facility,NRG
NUCOR CORP,NUCOR STEEL SEATTLE INC,NUE
NUCOR CORP,NUCOR STEEL - BERKELEY,NUE
NUCOR CORP,"NUCOR STEEL KANKAKEE, INC.",NUE
NUCOR CORP,NUCOR STEEL HERTFORD COUNTY,NUE
NUCOR CORP,NUCOR STEEL MEMPHIS INC,NUE
NUCOR CORP,"Nucor Steel Tuscaloosa, Inc.",NUE
NUCOR CORP,NUCOR STEEL INDIANA,NUE
NUCOR CORP,NUCOR STEEL BIRMINGHAM INC,NUE
NUCOR CORP,Nucor Steel Gallatin LLC,NUE
NUCOR CORP,NUCOR STEEL - UTAH,NUE
NUCOR CORP,NUCOR STEEL-TEXAS,NUE
NUCOR CORP,NUCOR STEEL DECATUR,NUE
NUCOR CORP,NUCOR STEEL JACKSON INC,NUE
NUCOR CORP,NUCOR STEEL AUBURN INC,NUE
NUCOR CORP,"NUCOR STEEL MARION, INC. (0351010017)",NUE
NUCOR CORP,NUCOR-YAMATO STEEL CO,NUE
NUCOR CORP,NUCOR STEEL NEBRASKA,NUE
NUCOR CORP,NUCOR STEEL - ARKANSAS,NUE
NUCOR CORP,NUCOR STEEL DARLINGTON,NUE
NUCOR CORP,Nucor Steel Louisiana LLC,NUE
NUCOR CORP,Nucor Steel Longview,NUE
NUCOR CORP,Nucor Fastener Indiana,NUE
NUCOR CORP,"Nucor Steel Sedalia, LLC",NUE
O-I GLASS INC,OWENS BROCKWAY GLASS CONTAINER INCORPORATED,OI
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC PLANT 28,OI
O-I GLASS INC,OWENS BROCKWAY GLASS CONTAINER INC. PLT 19,OI
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC PLT 18,OI
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC PLANT #35,OI
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC.,OI
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT 09,OI
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC PLANT NO 12,OI
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC. - PLANT 06,OI
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT 29,OI
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC. PlANT 26,OI
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT 21,OI
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT 08,OI
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT #15,OI
O-I GLASS INC,OWENS-BROCKWAY GLASS CONTAINER INC. PLANT #23,OI
OASIS PETROLEUM INC,Oasis Petroleum,OAS
OASIS PETROLEUM INC,Oasis Midstream Partners (OMP),OAS
OASIS PETROLEUM INC,Wild Basin Gas Processing and Crude Handling Facility,OAS
OASIS PETROLEUM INC,Oasis Petroleum Permian LLC,OAS
OCCIDENTAL PETROLEUM CORP,BLOCK 31 GAS PLANT,OXY
OCCIDENTAL PETROLEUM CORP,OCCIDENTAL CHEMICAL CORP - CONVENT FACILITY,OXY
OCCIDENTAL PETROLEUM CORP,Occidental Chemical Corporation,OXY
OCCIDENTAL PETROLEUM CORP,OCCIDENTAL CHEMICAL CORPORATION INGLESIDE PLANT,OXY
OCCIDENTAL PETROLEUM CORP,OCCIDENTAL CHEMICAL CORPORATION - GEISMAR PLANT,OXY
OCCIDENTAL PETROLEUM CORP,OCCIDENTAL CHEMICAL CORPORATION - Ludington facility,OXY
OCCIDENTAL PETROLEUM CORP,OCCIDENTAL CHEMICAL CORPORATION - Taft Facility,OXY
OCCIDENTAL PETROLEUM CORP,"Oxy Vinyls, LP- Pasadena Facility",OXY
OCCIDENTAL PETROLEUM CORP,OXY VINYLS LP - Deer Park VCM Facility,OXY
OCCIDENTAL PETROLEUM CORP,OXY VINYLS LP - Deer Park PVC,OXY
OCCIDENTAL PETROLEUM CORP,OXY VINYLS LP - LA PORTE VCM PLANT,OXY
OCCIDENTAL PETROLEUM CORP,"Boomvang Spar, East Breaks 643 Platform",OXY
OCCIDENTAL PETROLEUM CORP,"Marco Polo TLP, Green Canyon 608 Platform",OXY
OCCIDENTAL PETROLEUM CORP,"Nansen Spar, East Breaks 602 Platform",OXY
OCCIDENTAL PETROLEUM CORP,"Gunnison Spar, Garden Banks 668 Platform",OXY
OCCIDENTAL PETROLEUM CORP,"Constitution Spar, Green Canyon 680 Platform",OXY
OCCIDENTAL PETROLEUM CORP,Granger Gas Plant,OXY
OCCIDENTAL PETROLEUM CORP,Mallet CO2 Recovery Plant,OXY
OCCIDENTAL PETROLEUM CORP,SALT CREEK FIELD GAS PLANT,OXY
OCCIDENTAL PETROLEUM CORP,SLAUGHTER GASOLINE PLANT,OXY
OCCIDENTAL PETROLEUM CORP,WASSON CO2 REMOVAL PLANT,OXY
OCCIDENTAL PETROLEUM CORP,WILLARD CO2 SEPARATION PLANT,OXY
OCCIDENTAL PETROLEUM CORP,NORTH CROSS COMP STATION 4,OXY
OCCIDENTAL PETROLEUM CORP,Terrell Gas Plant,OXY
OCCIDENTAL PETROLEUM CORP,INDIAN BASIN GAS PLANT,OXY
OCCIDENTAL PETROLEUM CORP,"Horn Mountain MMS Platform ID 02481, Complex ID 876-1",OXY
OCCIDENTAL PETROLEUM CORP,"Holstein, MMS Platform ID 02481, Complex ID 1035-1",OXY
OCCIDENTAL PETROLEUM CORP,Century Gas Plant,OXY
OCCIDENTAL PETROLEUM CORP,DENVER UNIT CO 2 RECOVERY PLANT,OXY
OCCIDENTAL PETROLEUM CORP,"Marlin, Platform ID 02481, Complex ID 235-1",OXY
OCCIDENTAL PETROLEUM CORP,Oxy Permian Basin - 430,OXY
OCCIDENTAL PETROLEUM CORP,Denver Basin - AAPG Province 540,OXY
OCCIDENTAL PETROLEUM CORP,Powder River Basin - AAPG Province 515,OXY
OCCIDENTAL PETROLEUM CORP,"Lucius Spar, Keathley Canyon 875 Platform",OXY
OCCIDENTAL PETROLEUM CORP,Delaware Basin Gas Plant,OXY
OCCIDENTAL PETROLEUM CORP,"OXY USA Inc., Permian Basin G&B - 430",OXY
OCCIDENTAL PETROLEUM CORP,"Heidelberg Spar, Green Canyon 860 Platform",OXY
OGE ENERGY CORP,Redbud Power Plant,OGE
OGE ENERGY CORP,Horseshoe Lake,OGE
OGE ENERGY CORP,Muskogee,OGE
OGE ENERGY CORP,Seminole (2956),OGE
OGE ENERGY CORP,Sooner,OGE
OGE ENERGY CORP,Mustang,OGE
OGE ENERGY CORP,Frontier Generating Station,OGE
OGE ENERGY CORP,Oklahoma Gas & Electric Co.,OGE
OGE ENERGY CORP,McClain Energy Facility,OGE
OGE ENERGY CORP,River Valley Generating Station,OGE
OLIN CORP,"OLIN WINCHESTER, LLC",OLN
OLIN CORP,Olin Chlor Alkali Products,OLN
OLIN CORP,Olin Corporation,OLN
OLIN CORP,"Olin Blue Cube, Freeport, TX",OLN
OLIN CORP,Olin Chlor Alkali Products,OLN
ONE GAS INC,Kansas Gas Service,OGS
ONE GAS INC,Oklahoma Natural Gas Co.,OGS
ONE GAS INC,Texas Gas Service,OGS
ONEOK INC,VGT CS 2207,OKE
ONEOK INC,WTX - CS Red River CS No. 1 (Wheeler),OKE
ONEOK INC,WTX - CS Red River CS No. 2 (Lamesa),OKE
ONEOK INC,OFS GPRP Panther Creek Gas Plant,OKE
ONEOK INC,OFS GPRP Custer Gas Plant,OKE
ONEOK INC,OFS GPRP Antelope Hills Gas Plant,OKE
ONEOK INC,GPLC JOLIET SALES,OKE
ONEOK INC,MGT Potomac 2118,OKE
ONEOK INC,VGT CS 2204,OKE
ONEOK INC,OHL NGLP Medford Plant,OKE
ONEOK INC,OHL NGLP Hutchinson Plant,OKE
ONEOK INC,ONEOK Bushton Plant,OKE
ONEOK INC,MBI NGLP Mont Belvieu Plant,OKE
ONEOK INC,OFS GPRP Maysville,OKE
ONEOK INC,OFS GPRP Woodward Gas Plant,OKE
ONEOK INC,BPE GPRP Grasslands Gas Plant,OKE
ONEOK INC,BPE GPRP Garden Creek,OKE
ONEOK INC,BPE GPRP Stateline,OKE
ONEOK INC,OFS GPRP Canadian Valley,OKE
ONEOK INC,OHL NGLP Mont Belvieu NGL Fractionation and Storage Complex,OKE
ONEOK INC,ORM GPRP Lonesome Creek Gas Plant,OKE
ONEOK INC,"ONEOK Rockies Midstream, L.L.C. 515 Powder River Basin GB",OKE
ONEOK INC,"ONEOK Field Services Company, L.L.C. 375 Sedgwick Basin GB",OKE
ONEOK INC,"ONEOK Field Services Company, L.L.C. 360 Anadarko Basin GB",OKE
ONEOK INC,"ONEOK Field Services Company, L.L.C. 350 South Oklahoma Folded Belt GB",OKE
ONEOK INC,"ONEOK Rockies Midstream, L.L.C. 395 Williston Basin GB",OKE
ONEOK INC,"ONEOK Gas Transportation, L.L.C.",OKE
ONEOK INC,OWT CS Ector County Compressor Station,OKE
ONEOK INC,OWT CS Future Site Compressor Station,OKE
ONEOK INC,ORM GPRP Demicks Lake Gas Plant,OKE
ORANGE COUNTY,Orange County Regional Landfill,OBT
OTTER TAIL CORP,Solway Plant,OTTR
OTTER TAIL CORP,Hoot Lake,OTTR
OTTER TAIL CORP,Big Stone,OTTR
OTTER TAIL CORP,Coyote,OTTR
OTTER TAIL CORP,Otter Tail Power Co. Transmisstion & Distribution System,OTTR
OVINTIV INC,"Validus Energy Aquilas AssetCo, LLC",OVV
OVINTIV INC,Ovintiv USA Inc. 350.South Oklahoma Folded Belt,OVV
OVINTIV INC,Ovintiv USA Inc - Permian Basin,OVV
OVINTIV INC,Ovintiv USA Inc. 575.Uinta,OVV
OVINTIV INC,Ovintiv USA Inc. 355.Chautauqua Platform,OVV
OVINTIV INC,Ovintiv USA Inc. 360.Anadarko Basin,OVV
OVINTIV INC,Ovintiv USA Inc. 395.Williston Basin,OVV
OVINTIV INC,Ovintiv USA Inc. 575 Uinta Gathering and Boosting,OVV
OVINTIV INC,"Validus Energy Aquilas AssetCo, LLC",OVV
OVINTIV INC,Ovintiv USA Inc. - Permian Gathering,OVV
OWENS CORNING,"OWENS CORNING INSULATING SYSTEMS, LLC - WAXAHACHIE",OC
OWENS CORNING,"OWENS CORNING INSULATING SYSTEMS, LLC - DELMAR",OC
OWENS CORNING,"OWENS CORNING INSULATING SYSTEMS, LLC - KANSAS CITY",OC
OWENS CORNING,"OWENS CORNING INSULATING SYSTEMS, LLC - NEWARK",OC
OWENS CORNING,"OWENS CORNING INSULATING SYSTEMS, LLC - FAIRBURN",OC
OWENS CORNING,Owens Corning - Amarillo Plant,OC
OWENS CORNING,PITTSBURGH CORNING CORPORATION,OC
OWENS CORNING,OWENS CORNING - JACKSON TN,OC
OWENS CORNING,THERMAFIBER INC,OC
OWENS CORNING,"Owens Corning Vitrotex, LLC",OC
OWENS CORNING,"Fiberteq, LLC",OC
OWENS CORNING,Owens Corning,OC
OWENS CORNING,"OWENS CORNING INSULATING SYSTEMS, LLC - JOPLIN",OC
PACKAGING CORP OF AMERICA,BOISE PAPER,PKG
PACKAGING CORP OF AMERICA,BOISE WHITE PAPER MILL,PKG
PACKAGING CORP OF AMERICA,PACKAGING CORP. OF AMERICA,PKG
PACKAGING CORP OF AMERICA,PACKAGING CORPORATION OF AMERICA-TOMAHAWK,PKG
PACKAGING CORP OF AMERICA,PACKAGING CORPORATION OF AMERICA,PKG
PACKAGING CORP OF AMERICA,PACKAGING CORPORATION OF AMERICA,PKG
PACKAGING CORP OF AMERICA,Packaging Corporation of America,PKG
PACKAGING CORP OF AMERICA,BOISE WHITE PAPER LLC,PKG
PAR PACIFIC HOLDINGS INC,WYOMING REFINING COMPANY,PARR
PAR PACIFIC HOLDINGS INC,REFINERY KAPOLEI,PARR
PAR PACIFIC HOLDINGS INC,US OIL & REFINING TACOMA,PARR
