Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Black knight inc,BKI,"",1408089.0,116716000.0,0.0239872,,557,1408089.0,,new,0.9067901,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,82.89,67.71
Kirkland lake gold ltd,KL,"",2765939.0,116000000.0,0.0238401,,558,2765939.0,,new,N/A,Q4 2021,MATERIALS,13F,12/31/2021,41.95,
Aecom,ACM,"",1499357.0,115975000.0,0.0238349,,559,1499357.0,,new,1.0607949,Q4 2021,INDUSTRIALS,13F,12/31/2021,77.35,76.28
Robert half international  inc.,RHI,"",1037372.0,115688000.0,0.023776,,560,1037372.0,,new,0.9372207,Q4 2021,INDUSTRIALS,13F,12/31/2021,111.52,108.56
Berry global group inc,BERY,"",1563191.0,115332000.0,0.0237028,,561,1563191.0,,new,1.1553518,Q4 2021,HEALTH CARE,13F,12/31/2021,73.78,56.99
Array technologies  inc.,ARRY,"",7212481.0,113164000.0,0.0232572,,562,7212481.0,,new,5.3415126,Q4 2021,ENERGY,13F,12/31/2021,15.69,8.74
Regal rexnord corp,RRX,"",663810.0,112967000.0,0.0232167,,563,663810.0,,new,0.9874072,Q4 2021,INDUSTRIALS,13F,12/31/2021,170.18,137.88
Exact sciences corp,EXAS,"",1448540.0,112740000.0,0.0231701,,564,1448540.0,,new,0.8319368,Q4 2021,HEALTH CARE,13F,12/31/2021,77.83,69.61
Lpl financial holdings inc,LPLA,"",703625.0,112643000.0,0.0231501,,565,703625.0,,new,0.8798680,Q4 2021,FINANCE,13F,12/31/2021,160.09,215.24
Logitech international sa adr,LOGI,"",1335094.0,112570000.0,0.0231351,,566,1335094.0,,new,0.7712553,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,82.48,69.31
Roblox corp. class a,RBLX,"",1090695.0,112516000.0,0.023124,,567,1090695.0,,new,0.2033278,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,103.16,42.36
Mks instruments inc,MKSI,"",645965.0,112508000.0,0.0231224,,568,645965.0,,new,1.1635407,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,174.17,114.52
Solaredge technologies inc,SEDG,"",400055.0,112243000.0,0.0230679,,569,400055.0,,new,0.7574123,Q4 2021,ENERGY,13F,12/31/2021,280.57,300.66
Lattice semconductor corp.,LSCC,"",1447970.0,111581000.0,0.0229319,,570,1447970.0,,new,1.0525844,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,77.06,49.38
C.h. robinson worldwide inc,CHRW,"",1032309.0,111107000.0,0.0228345,,571,1032309.0,,new,0.8024787,Q4 2021,TRANSPORTS,13F,12/31/2021,107.63,103.28
Viatris inc,VTRS,"",8124919.0,109930000.0,0.0225926,,572,8124919.0,,new,0.6717161,Q4 2021,HEALTH CARE,13F,12/31/2021,13.53,10.96
Tenet healthcare corp.,THC,"",1344547.0,109836000.0,0.0225733,,573,1344547.0,,new,1.2517113,Q4 2021,HEALTH CARE,13F,12/31/2021,81.69,85.0
Ciena corp,CIEN,"",1425552.0,109725000.0,0.0225504,,574,1425552.0,,new,0.9370836,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,76.97,55.84
10x genomics inc,TXG,"",735751.0,109597000.0,0.0225241,,575,735751.0,,new,0.7885989,Q4 2021,HEALTH CARE,13F,12/31/2021,148.96,64.88
Gaming and leisure properties inc,GLPI,"",2249228.0,109447000.0,0.0224933,,576,2249228.0,,new,0.9436617,Q4 2021,REAL ESTATE,13F,12/31/2021,48.66,46.72
Telus corp. non-voting shares,TU,"",4641711.0,109397000.0,0.022483,,577,4641711.0,,new,0.3373857,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,23.57,26.73
Booz allen hamilton holding corp,BAH,"",1284338.0,108899000.0,0.0223807,,578,1284338.0,,new,0.9638003,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,84.79,87.78
Brown-forman corp. class b,BF.B,"",1489929.0,108556000.0,0.0223102,,579,1489929.0,,new,0.4809396,Q4 2021,CONSUMER STAPLES,13F,12/31/2021,72.86,68.5
Heico corp.,HEI,"",749810.0,108138000.0,0.0222243,,580,749810.0,,new,1.3762636,Q4 2021,INDUSTRIALS,13F,12/31/2021,144.22,147.79
Live nation entertainment inc,LYV,"",903051.0,108086000.0,0.0222136,,581,903051.0,,new,0.4020246,Q4 2021,COMMUNICATIONS,13F,12/31/2021,119.69,111.31
Williams-sonoma inc.,WSM,"",638819.0,108043000.0,0.0222048,,582,638819.0,,new,0.8756401,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,169.13,148.98
Globant s.a.,GLOB,"",343339.0,107839000.0,0.0221628,,583,343339.0,,new,0.8196029,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,314.09,233.49
Scientific games corp. class a,SGMS,"",1613089.0,107803000.0,0.0221554,,584,1613089.0,,new,1.6685446,Q4 2021,INDUSTRIALS,13F,12/31/2021,66.83,59.59
Tyson foods  inc.,TSN,"",1236612.0,107783000.0,0.0221513,,585,1236612.0,,new,0.4228378,Q4 2021,CONSUMER STAPLES,13F,12/31/2021,87.16,95.45
Western alliance bancorporation,WAL,"",996218.0,107243000.0,0.0220404,,586,996218.0,,new,0.9310680,Q4 2021,FINANCE,13F,12/31/2021,107.65,75.66
Schein (henry) inc.,HSIC,"",1380480.0,107029000.0,0.0219964,,587,1380480.0,,new,1.0063803,Q4 2021,HEALTH CARE,13F,12/31/2021,77.53,91.36
Annaly mortgage management  inc.,NLY,"",13674055.0,106931000.0,0.0219762,,588,13674055.0,,new,0.9363438,Q4 2021,REAL ESTATE,13F,12/31/2021,7.82,6.77
Fox corp,FOX,"",3102555.0,106325000.0,0.0218517,,589,3102555.0,,new,1.2556054,Q4 2021,COMMUNICATIONS,13F,12/31/2021,34.27,35.85
Darden restaurants inc,DRI,"",703528.0,105979000.0,0.0217806,,590,703528.0,,new,0.5508203,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,150.64,131.45
Potlatchdeltic corp,PCH,"",1755109.0,105693000.0,0.0217218,,591,1755109.0,,new,2.5405466,Q4 2021,REAL ESTATE,13F,12/31/2021,60.22,52.56
Borg warner inc,BWA,"",2342903.0,105595000.0,0.0217017,,592,2342903.0,,new,0.9763190,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,45.07,37.01
East west bancorp  inc.,EWBC,"",1339907.0,105424000.0,0.0216665,,593,1339907.0,,new,0.9442048,Q4 2021,FINANCE,13F,12/31/2021,78.68,74.96
Tfi intl inc,TFII,"",935235.0,104971000.0,0.0215734,,594,935235.0,,new,1.0165877,Q4 2021,TRANSPORTS,13F,12/31/2021,112.11,81.23
Allegion plc,ALLE,"",789018.0,104498000.0,0.0214762,,595,789018.0,,new,0.8942696,Q4 2021,INDUSTRIALS,13F,12/31/2021,132.44,107.43
Siteone landscape supply inc,SITE,"",431124.0,104453000.0,0.021467,,596,431124.0,,new,0.9614459,Q4 2021,INDUSTRIALS,13F,12/31/2021,242.28,147.0
Splunk inc,SPLK,"",901011.0,104265000.0,0.0214283,,597,901011.0,,new,0.5606789,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,115.72,137.77
Lamar advertising co,LAMR,"",857203.0,103979000.0,0.0213695,,598,857203.0,,new,0.9873404,Q4 2021,COMMUNICATIONS,13F,12/31/2021,121.3,112.75
Pg&e corp. (pacific gas & electric),PCG,"",8558775.0,103904000.0,0.0213541,,599,8558775.0,,new,0.3471933,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,12.14,12.3
Capri holdings ltd (michael kors holdings),CPRI,"",1593145.0,103411000.0,0.0212528,,600,1593145.0,,new,1.0792547,Q4 2021,INDUSTRIALS,13F,12/31/2021,64.91,49.8
Lennox international  inc.,LII,"",317915.0,103119000.0,0.0211928,,601,317915.0,,new,0.8677460,Q4 2021,INDUSTRIALS,13F,12/31/2021,324.36,239.96
Sealed air corp.,SEE,"",1524475.0,102856000.0,0.0211387,,602,1524475.0,,new,1.0289512,Q4 2021,MATERIALS,13F,12/31/2021,67.47,67.42
Ares management lp,ARES,"",1258380.0,102269000.0,0.0210181,,603,1258380.0,,new,0.7507627,Q4 2021,FINANCE,13F,12/31/2021,81.27,77.3
Tapestry inc,TPR,"",2514356.0,102083000.0,0.0209799,,604,2514356.0,,new,0.9524447,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,40.6,33.74
Rogers corp.,ROG,"",373582.0,101988000.0,0.0209604,,605,373582.0,,new,1.9867990,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,273.0,272.67
Reliance steel & aluminum co.,RS,"",627754.0,101834000.0,0.0209287,,606,627754.0,,new,0.9846151,Q4 2021,MATERIALS,13F,12/31/2021,162.22,194.26
Syneos health inc class a,SYNH,"",990390.0,101693000.0,0.0208997,,607,990390.0,,new,0.9502775,Q4 2021,HEALTH CARE,13F,12/31/2021,102.68,80.43
Mohawk industries inc.,MHK,"",557556.0,101576000.0,0.0208757,,608,557556.0,,new,0.8568421,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,182.18,123.71
Ptc inc.,PTC,"",834412.0,101089000.0,0.0207756,,609,834412.0,,new,0.7078975,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,121.15,98.71
Berkeley (w.r.) corp.,WRB,"",1839154.5,101019000.0,0.0207612,,610,1839154.5,,new,0.6935328,Q4 2021,FINANCE,13F,12/31/2021,54.9267,68.22
Dynatrace inc,DT,"",1665983.0,100542000.0,0.0206632,,611,1665983.0,,new,0.5830322,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,60.35,41.89
Rpm international inc.,RPM,"",995295.0,100525000.0,0.0206597,,612,995295.0,,new,0.7672895,Q4 2021,MATERIALS,13F,12/31/2021,101.0,86.4
Carmax inc.,KMX,"",770710.0,100370000.0,0.0206278,,613,770710.0,,new,0.4766889,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,130.23,91.79
Penumbra inc,PEN,"",349315.0,100365000.0,0.0206268,,614,349315.0,,new,0.9277641,Q4 2021,HEALTH CARE,13F,12/31/2021,287.32,197.74
Check point software technologies ltd,CHKP,"",859095.0,100136000.0,0.0205797,,615,859095.0,,new,0.6263820,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,116.56,142.78
Smartsheet inc,SMAR,"",1291776.0,100048000.0,0.0205617,,616,1291776.0,,new,1.0191344,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,77.45,52.26
Azenta inc,AZTA,"",966368.0,99642000.0,0.0204782,,617,966368.0,,new,1.2899358,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,103.11,78.17
Knight transportation inc.,KNX,"",1629669.0,99312000.0,0.0204104,,618,1629669.0,,new,0.9805996,Q4 2021,TRANSPORTS,13F,12/31/2021,60.94,46.05
Axon enterprise inc,AXON,"",630263.0,98951000.0,0.0203362,,619,630263.0,,new,0.8885469,Q4 2021,INDUSTRIALS,13F,12/31/2021,157.0,123.22
Amdocs ltd,DOX,"",1315778.0,98473000.0,0.020238,,620,1315778.0,,new,1.0035666,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,74.84,82.72
Sunstone hotel investors  inc.,SHO,"",8379270.0,98289000.0,0.0202001,,621,8379270.0,,new,3.8176001,Q4 2021,REAL ESTATE,13F,12/31/2021,11.73,11.91
Cliffs natural resources inc.,CLF,"",4514774.0,98287000.0,0.0201997,,622,4514774.0,,new,0.8592864,Q4 2021,MATERIALS,13F,12/31/2021,21.77,30.84
Aspen technology inc,AZPN,"",645468.0,98240000.0,0.0201901,,623,645468.0,,new,0.9682703,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,152.2,161.95
Saia inc,SAIA,"",291177.0,98135000.0,0.0201685,,624,291177.0,,new,1.1026701,Q4 2021,TRANSPORTS,13F,12/31/2021,337.03,199.73
Li auto inc. ads,LI,"",3056877.0,98126000.0,0.0201666,,625,3056877.0,,new,0.3575497,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,32.1,25.71
Darling ingredients inc,DAR,"",1415947.0,98111000.0,0.0201636,,626,1415947.0,,new,0.8789207,Q4 2021,CONSUMER STAPLES,13F,12/31/2021,69.29,80.37
Graftech international ltd,EAF,"",8291470.0,98088000.0,0.0201588,,627,8291470.0,,new,3.1495879,Q4 2021,INDUSTRIALS,13F,12/31/2021,11.83,9.75
Ugi corp. (united gas improvement),UGI,"",2123647.0,97497000.0,0.0200374,,628,2123647.0,,new,1.0122037,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,45.91,35.73
Jabil inc,JBL,"",1385807.0,97492000.0,0.0200363,,629,1385807.0,,new,0.9658243,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,70.35,56.95
Floor & decor holdings inc,FND,"",746076.0,96997000.0,0.0199346,,630,746076.0,,new,0.7048459,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,130.01,83.15
Zions bancorp,ZION,"",1527925.0,96504000.0,0.0198333,,631,1527925.0,,new,1.0059120,Q4 2021,FINANCE,13F,12/31/2021,63.16,62.92
International flavors and fragrances  inc.,IFF,"",637910.0,96101000.0,0.0197505,,632,637910.0,,new,0.2504705,Q4 2021,MATERIALS,13F,12/31/2021,150.65,125.43
Lithia motors inc  class a,LAD,"",321946.0,95602000.0,0.0196479,,633,321946.0,,new,1.0918025,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,296.95,290.64
Toro co,TTC,"",956559.0,95570000.0,0.0196413,,634,956559.0,,new,0.9150385,Q4 2021,INDUSTRIALS,13F,12/31/2021,99.91,83.38
Royal gold inc,RGLD,"",907573.0,95486000.0,0.0196241,,635,907573.0,,new,1.3827094,Q4 2021,MATERIALS,13F,12/31/2021,105.21,144.93
Assurant inc.,AIZ,"",612503.0,95465000.0,0.0196198,,636,612503.0,,new,1.0613757,Q4 2021,FINANCE,13F,12/31/2021,155.86,189.3
Fair isaac corp,FICO,"",219400.0,95147000.0,0.0195544,,637,219400.0,,new,0.8348677,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,433.67,413.72
Owens corning inc,OC,"",1050880.0,95105000.0,0.0195458,,638,1050880.0,,new,1.0607650,Q4 2021,INDUSTRIALS,13F,12/31/2021,90.5,86.22
Hubbell inc class b,HUBB,"",456328.0,95039000.0,0.0195322,,639,456328.0,,new,0.8419945,Q4 2021,INDUSTRIALS,13F,12/31/2021,208.27,185.0
Cyrusone inc,CONE,"",1058579.0,94976000.0,0.0195193,,640,1058579.0,,new,0.8071550,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,89.72,
Bausch health companies,BHC,"",3411394.0,94276000.0,0.0193754,,641,3411394.0,,new,0.9485409,Q4 2021,HEALTH CARE,13F,12/31/2021,27.61,22.17
Iac/interactivecorp,IAC,"",719208.0,94008000.0,0.0193203,,642,719208.0,,new,0.8584745,Q4 2021,COMMUNICATIONS,13F,12/31/2021,130.71,95.95
Acuity brands inc (holding company),AYI,"",443460.0,93889000.0,0.0192959,,643,443460.0,,new,1.2663696,Q4 2021,INDUSTRIALS,13F,12/31/2021,211.72,170.79
Vmware inc,VMW,"",810205.0,93887000.0,0.0192955,,644,810205.0,,new,0.1924220,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,115.88,113.73
Beigene ltd adr,BGNE,"",346341.0,93834000.0,0.0192846,,645,346341.0,,new,0.3376457,Q4 2021,HEALTH CARE,13F,12/31/2021,270.93,182.36
Manhattan associates  inc.,MANH,"",602093.0,93619000.0,0.0192404,,646,602093.0,,new,0.9533590,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,155.49,136.6
United therapeutics corp,UTHR,"",431900.0,93325000.0,0.01918,,647,431900.0,,new,0.9569685,Q4 2021,HEALTH CARE,13F,12/31/2021,216.08,191.91
Healthcare trust of america inc,HTA,"",2792657.0,93247000.0,0.0191639,,648,2792657.0,,new,1.2193578,Q4 2021,REAL ESTATE,13F,12/31/2021,33.39,31.33
Snap-on inc.,SNA,"",432753.0,93206000.0,0.0191555,,649,432753.0,,new,0.8101427,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,215.38,211.16
Flextronics international inc.,FLEX,"",5080203.0,93120000.0,0.0191378,,650,5080203.0,,new,1.0946677,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,18.33,17.08
Tradeweb markets inc,TW,"",925119.0,92641000.0,0.0190394,,651,925119.0,,new,0.8645180,Q4 2021,FINANCE,13F,12/31/2021,100.14,85.69
Arrow electronics corp.,ARW,"",689156.0,92533000.0,0.0190172,,652,689156.0,,new,1.0180598,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,134.27,109.07
Universal health services class b,UHS,"",710994.0,92187000.0,0.0189461,,653,710994.0,,new,1.0525129,Q4 2021,HEALTH CARE,13F,12/31/2021,129.66,151.14
Dxc technology company,DXC,"",2826197.0,90975000.0,0.018697,,654,2826197.0,,new,1.1560134,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,32.19,31.25
Clorox co.,CLX,"",520334.0,90725000.0,0.0186456,,655,520334.0,,new,0.4235083,Q4 2021,CONSUMER STAPLES,13F,12/31/2021,174.36,145.57
Heico corp.  class a,HEI.A,"",701905.0,90209000.0,0.0185396,,656,701905.0,,new,0.8623555,Q4 2021,INDUSTRIALS,13F,12/31/2021,128.52,122.41
Deckers outdoor corp,DECK,"",245422.0,89901000.0,0.0184763,,657,245422.0,,new,0.9009194,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,366.31,271.24
Five9 inc,FIVN,"",654322.0,89851000.0,0.018466,,658,654322.0,,new,0.9462409,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,137.32,113.49
Liberty sirius xm group  series c,LSXMK,"",1760170.0,89505000.0,0.0183949,,659,1760170.0,,new,0.7816142,Q4 2021,COMMUNICATIONS,13F,12/31/2021,50.85,45.32
News inc. class a,NWSA,"",4004019.0,89330000.0,0.0183589,,660,4004019.0,,new,1.0243769,Q4 2021,COMMUNICATIONS,13F,12/31/2021,22.31,21.17
Paylocity holding corp,PCTY,"",378131.0,89299000.0,0.0183525,,661,378131.0,,new,0.6861344,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,236.16,200.35
Gitlab inc.,GTLB,"",1025758.0,89241000.0,0.0183406,,662,1025758.0,,new,8.1409365,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,87.0,50.46
Genpact ltd,G,"",1673497.0,88829000.0,0.0182559,,663,1673497.0,,new,0.9037388,Q4 2021,INDUSTRIALS,13F,12/31/2021,53.08,42.12
Vonage holdings corp,VG,"",4268841.0,88749000.0,0.0182395,,664,4268841.0,,new,1.6803949,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,20.79,20.16
Tandem diabetes care inc,TNDM,"",589388.0,88715000.0,0.0182325,,665,589388.0,,new,0.9227598,Q4 2021,HEALTH CARE,13F,12/31/2021,150.52,115.32
Novavax  inc,NVAX,"",617156.0,88297000.0,0.0181466,,666,617156.0,,new,0.8090349,Q4 2021,HEALTH CARE,13F,12/31/2021,143.07,58.55
Bruker corp,BRKR,"",1051450.0,88227000.0,0.0181322,,667,1051450.0,,new,0.6973710,Q4 2021,HEALTH CARE,13F,12/31/2021,83.91,62.14
Tempur sealy international inc,TPX,"",1875470.0,88203000.0,0.0181273,,668,1875470.0,,new,1.0477409,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,47.03,28.62
Globe life inc,GL,"",941063.0,88196000.0,0.0181259,,669,941063.0,,new,0.9473305,Q4 2021,FINANCE,13F,12/31/2021,93.72,102.93
Autoliv inc,ALV,"",847029.0,87591000.0,0.0180015,,670,847029.0,,new,0.9676530,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,103.41,72.72
American financial group inc. (holding co.),AFG,"",637084.0,87484000.0,0.0179795,,671,637084.0,,new,0.7501093,Q4 2021,FINANCE,13F,12/31/2021,137.32,146.67
Liberty media corp series c,FWONK,"",1375793.0,87005000.0,0.0178811,,672,1375793.0,,new,0.6757432,Q4 2021,COMMUNICATIONS,13F,12/31/2021,63.24,68.66
Farfetch ltd,FTCH,"",2596491.0,86801000.0,0.0178392,,673,2596491.0,,new,0.7683671,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,33.43,13.63
Carlyle group inc,CG,"",1580206.0,86753000.0,0.0178293,,674,1580206.0,,new,0.4434825,Q4 2021,FINANCE,13F,12/31/2021,54.9,42.72
Blueprint medicines corp,BPMC,"",806188.0,86351000.0,0.0177467,,675,806188.0,,new,1.3617239,Q4 2021,HEALTH CARE,13F,12/31/2021,107.11,68.02
Las vegas sands corp,LVS,"",2293010.0,86309000.0,0.017738,,676,2293010.0,,new,0.3001362,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,37.64,36.96
Molson coors brewing co,TAP,"",1861871.0,86298000.0,0.0177358,,677,1861871.0,,new,0.9281558,Q4 2021,CONSUMER STAPLES,13F,12/31/2021,46.35,55.61
Olin corp. (mathieson chemical),OLN,"",1496047.0,86053000.0,0.0176854,,678,1496047.0,,new,0.9701447,Q4 2021,MATERIALS,13F,12/31/2021,57.52,58.21
Aercap holdings n.v.,AER,"",1306760.0,85488000.0,0.0175693,,679,1306760.0,,new,0.5336328,Q4 2021,INDUSTRIALS,13F,12/31/2021,65.42,50.33
Eastgroup properties  inc.,EGP,"",374976.0,85438000.0,0.017559,,680,374976.0,,new,0.9090450,Q4 2021,REAL ESTATE,13F,12/31/2021,227.85,199.15
Guardant health inc,GH,"",853902.0,85407000.0,0.0175527,,681,853902.0,,new,0.8382614,Q4 2021,HEALTH CARE,13F,12/31/2021,100.02,71.99
Nielsen n.v.,NLSN,"",4157920.0,85279000.0,0.0175264,,682,4157920.0,,new,1.1566329,Q4 2021,COMMUNICATIONS,13F,12/31/2021,20.51,27.4
Rh common stock,RH,"",158826.0,85121000.0,0.0174939,,683,158826.0,,new,0.7398021,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,535.94,334.53
Core & main inc,CNM,"",2800000.0,84952000.0,0.0174592,,684,2800000.0,,new,1.7492657,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,30.34,23.62
Ambarella inc,AMBA,"",418659.0,84942000.0,0.0174571,,685,418659.0,,new,1.1314160,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,202.89,90.26
Dicks sporting goods  inc,DKS,"",738090.0,84873000.0,0.0174429,,686,738090.0,,new,1.1732420,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,114.99,105.16
Jefferies financial group inc. (talcott national - leucadia national),JEF,"",2186262.0,84827000.0,0.0174335,,687,2186262.0,,new,0.9039518,Q4 2021,FINANCE,13F,12/31/2021,38.8,31.74
Arconic corp. (2020),ARNC,"",2565393.0,84684000.0,0.0174041,,688,2565393.0,,new,2.4426520,Q4 2021,MATERIALS,13F,12/31/2021,33.01,26.92
Public service enterprise group inc,PEG,"",1264062.0,84351000.0,0.0173356,,689,1264062.0,,new,0.2517661,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,66.73,72.8
Chemours co (the),CC,"",2508914.0,84199000.0,0.0173044,,690,2508914.0,,new,1.5749031,Q4 2021,MATERIALS,13F,12/31/2021,33.56,33.8
Elastic nv,ESTC,"",682082.0,83957000.0,0.0172547,,691,682082.0,,new,0.7297415,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,123.09,90.0
Natera inc,NTRA,"",893525.0,83446000.0,0.0171496,,692,893525.0,,new,0.9359135,Q4 2021,HEALTH CARE,13F,12/31/2021,93.39,39.52
Liberty global plc class a,LBTYA,"",2998193.0,83170000.0,0.0170929,,693,2998193.0,,new,1.7199371,Q4 2021,COMMUNICATIONS,13F,12/31/2021,27.74,25.22
Alleghany corp (ny),Y,"",124428.0,83067000.0,0.0170718,,694,124428.0,,new,0.9196761,Q4 2021,FINANCE,13F,12/31/2021,667.59,845.49
Avalara inc,AVLR,"",642090.0,82900000.0,0.0170374,,695,642090.0,,new,0.7339298,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,129.11,91.5
American capital agency corp.,AGNC,"",5511455.0,82892000.0,0.0170358,,696,5511455.0,,new,1.0553818,Q4 2021,REAL ESTATE,13F,12/31/2021,15.04,12.48
Lyft inc,LYFT,"",1939671.0,82882000.0,0.0170337,,697,1939671.0,,new,0.5705675,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,42.73,35.54
Cs disco inc,LAW,"",2317485.0,82850000.0,0.0170272,,698,2317485.0,,new,3.9801406,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,35.75,33.03
First horizon,FHN,"",5072789.0,82839000.0,0.0170249,,699,5072789.0,,new,0.9500168,Q4 2021,FINANCE,13F,12/31/2021,16.33,23.04
Gildan activewear inc,GIL,"",1951599.0,82805000.0,0.0170179,,700,1951599.0,,new,1.0293774,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,42.39,35.66
Kellogg co.,K,"",1284727.0,82762000.0,0.0170091,,701,1284727.0,,new,0.3776871,Q4 2021,CONSUMER STAPLES,13F,12/31/2021,64.42,67.88
Pinnacle west capital corp,PNW,"",1170916.0,82655000.0,0.0169871,,702,1170916.0,,new,1.0368334,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,70.59,77.54
Watsco inc.,WSO,"",263979.0,82594000.0,0.0169745,,703,263979.0,,new,0.7982790,Q4 2021,INDUSTRIALS,13F,12/31/2021,312.88,288.39
Gfl environmental inc. subordinate voting shares,GFL,"",2175179.0,82329000.0,0.0169201,,704,2175179.0,,new,0.6667625,Q4 2021,INDUSTRIALS,13F,12/31/2021,37.85,32.84
Avis budget group inc. (cuc international - cendant),CAR,"",396962.0,82318000.0,0.0169178,,705,396962.0,,new,0.7382938,Q4 2021,TRANSPORTS,13F,12/31/2021,207.37,265.42
Wheaton precious metals corp,WPM,"",1911303.0,82078000.0,0.0168685,,706,1911303.0,,new,0.4239201,Q4 2021,MATERIALS,13F,12/31/2021,42.93,51.29
First american corp (the),FAF,"",1044855.0,81739000.0,0.0167988,,707,1044855.0,,new,0.9556290,Q4 2021,FINANCE,13F,12/31/2021,78.23,58.2
Topbuild corp,BLD,"",296143.0,81709000.0,0.0167927,,708,296143.0,,new,0.8972243,Q4 2021,INDUSTRIALS,13F,12/31/2021,275.91,170.85
Bce inc. (bell telephone of canada),BCE,"",1567378.0,81606000.0,0.0167715,,709,1567378.0,,new,0.1722844,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,52.04,58.2
Clarivate plc,CLVT,"",3461758.0,81421000.0,0.0167335,,710,3461758.0,,new,0.5067337,Q4 2021,FINANCE,13F,12/31/2021,23.52,16.43
Aramark,ARMK,"",2208601.0,81387000.0,0.0167265,,711,2208601.0,,new,0.8600613,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,36.85,37.02
Zillow group inc. class b,ZG,"",1302705.0,81054000.0,0.016658,,712,1302705.0,,new,2.1174798,Q4 2021,COMMUNICATIONS,13F,12/31/2021,62.22,46.65
Toll brothers  inc.,TOL,"",1110011.0,80354000.0,0.0165142,,713,1110011.0,,new,0.9463090,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,72.39,46.18
